Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
6980 La Roche En Ardenne,House,Residence,700000.0,for sale,4.0,514.0,,,,0.0,,1.0,1119.0,1119.0,,,1.0,Normal
5620 Florennes,House,Residence,140000.0,for sale,3.0,190.0,0.0,0.0,,0.0,,0.0,,,,,,To be renovated
1020 Laken,Apartment,Apartment,249000.0,for sale,3.0,106.0,1.0,,,1.0,,0.0,,,,2.0,0.0,Normal
1000 Brussels,Apartment,Duplex,420000.0,for sale,2.0,165.0,,0.0,,1.0,36.0,1.0,,,,2.0,,Normal
1200 Sint Lambrechts Woluwe,Apartment,Apartment,360000.0,for sale,3.0,90.0,,0.0,,1.0,2.0,0.0,,,,2.0,,To be renovated
1200 Sint Lambrechts Woluwe,Apartment,Apartment,640000.0,for sale,3.0,115.0,,,0.0,1.0,14.0,0.0,,,,2.0,,New
9050 Gentbrugge,House,Residence,509000.0,for sale,3.0,139.0,,,,1.0,15.0,1.0,,170.0,,2.0,,
4140 Sprimont,House,Residence,342400.0,for sale,3.0,160.0,,0.0,,,,1.0,,305.0,,3.0,,New
5540 Waulsort,House,Residence,299000.0,for sale,11.0,402.0,,0.0,,1.0,6.0,0.0,,430.0,,4.0,,To be renovated
4020 Bressoux,House,Residence,265000.0,for sale,3.0,148.0,,,,1.0,46.0,1.0,,177.0,,3.0,,Normal
3580 Beringen,House,Residence,449000.0,for sale,3.0,166.0,,,,1.0,38.0,1.0,,399.0,,,,Excellent
9140 Temse,House,Residence,275000.0,for sale,4.0,151.0,0.0,,,1.0,20.0,1.0,,90.0,,2.0,0.0,Normal
8450 Bredene,House,Residence,310000.0,for sale,4.0,142.0,,,,1.0,,0.0,,,,2.0,,
1040 Etterbeek,Apartment,Studio,345000.0,for sale,4.0,54.0,,,0.0,1.0,10.0,0.0,,,,2.0,,New
1350 Jandrain Jandrenouille,House,Residence,285000.0,for sale,4.0,194.0,1.0,,,1.0,25.0,1.0,880.0,1533.0,,3.0,,To be renovated
1180 Ukkel,House,Villa,1595000.0,for sale,5.0,400.0,0.0,0.0,,1.0,55.0,1.0,1197.0,1385.0,,4.0,0.0,Excellent
3000 Leuven,Apartment,Apartment,370000.0,for sale,2.0,74.0,,,,1.0,,0.0,,,,,,
1300 Wavre,Apartment,Apartment,299000.0,for sale,2.0,95.0,0.0,0.0,,0.0,,0.0,,,,,,Excellent
7340 Colfontaine,House,Residence,79000.0,for sale,2.0,110.0,0.0,0.0,,0.0,,1.0,275.0,330.0,,2.0,0.0,To be renovated
2100 Deurne,Apartment,Apartment,329000.0,for sale,3.0,131.0,,0.0,,0.0,,0.0,,,,2.0,,Normal
8400 Oostende,Apartment,Apartment,299000.0,for sale,2.0,97.0,,,,1.0,4.0,0.0,,,,,,
2440 Geel,Apartment,Apartment,259000.0,for sale,2.0,73.0,,0.0,,1.0,,0.0,,,,2.0,,Normal
1785 Merchtem,House,Residence,545000.0,for sale,3.0,205.0,,0.0,,0.0,,1.0,,468.0,,4.0,0.0,Excellent
3590 Diepenbeek,Apartment,Duplex,279725.0,for sale,2.0,95.0,,0.0,,1.0,10.0,0.0,,,,2.0,,New
1170 Watermaal Bosvoorde,House,Mixed Building,1475000.0,for sale,7.0,380.0,0.0,0.0,,1.0,30.0,1.0,30.0,165.0,,2.0,0.0,Excellent
9500 Geraardsbergen,Apartment,Apartment,229000.0,for sale,1.0,60.0,0.0,0.0,,1.0,14.0,1.0,109.0,,,2.0,0.0,New
2440 Geel,House,Residence,650819.0,for sale,4.0,299.0,,,,,,,,938.0,,4.0,,New
1560 Hoeilaart,House,Residence,793000.0,for sale,6.0,280.0,,0.0,,1.0,30.0,1.0,200.0,345.0,,3.0,,Excellent
3590 Diepenbeek,House,Residence,950000.0,for sale,3.0,378.0,,,,1.0,90.0,1.0,,1391.0,,2.0,1.0,
7783 Bizet,House,Residence,130000.0,for sale,3.0,,,,,0.0,,0.0,,110.0,,2.0,,To be renovated
1040 Etterbeek,House,Residence,695000.0,for sale,5.0,258.0,,0.0,,1.0,20.0,1.0,50.0,137.0,,2.0,,Normal
7500 Tournai,Apartment,Apartment,365000.0,for sale,3.0,124.0,,0.0,,1.0,,0.0,,,,2.0,,
9000 Gent,House,Mixed Building,2250000.0,for sale,,,,,,,,,,,,2.0,,
1410 Waterloo,House,Villa,595000.0,for sale,5.0,200.0,0.0,0.0,1.0,1.0,15.0,1.0,750.0,1328.0,,4.0,0.0,To be renovated
3800 Sint Truiden,House,Residence,415000.0,for sale,3.0,155.0,,,,1.0,,1.0,,294.0,,3.0,,New
5377 Noiseux,Apartment,Apartment,49500.0,for sale,2.0,40.0,,0.0,,1.0,,1.0,484.0,,,4.0,,
1831 Diegem,House,Villa,699000.0,for sale,5.0,275.0,0.0,0.0,,1.0,,1.0,400.0,550.0,,4.0,1.0,Normal
7700 Mouscron,House,Residence,149900.0,for sale,4.0,154.0,,0.0,,0.0,,0.0,,196.0,,,,
8300 Knokke Heist,Apartment,Apartment,689000.0,for sale,2.0,80.0,,0.0,,1.0,8.0,0.0,,,,2.0,,Normal
3630 Maasmechelen,House,Residence,463820.0,for sale,3.0,217.0,,,,1.0,23.0,1.0,,2835.0,,4.0,,
4100 Seraing,Apartment,Apartment,99000.0,for sale,1.0,57.0,0.0,,,0.0,,0.0,,,,2.0,0.0,To renovate
6940 Durbuy,House,Residence,325000.0,for sale,3.0,130.0,,0.0,,1.0,,1.0,,821.0,,4.0,0.0,New
9100 Sint Niklaas,House,Residence,235000.0,for sale,,,,,,0.0,,1.0,,,,,,
7600 Peruwelz,House,Residence,450000.0,for sale,4.0,250.0,,0.0,,1.0,,1.0,,3898.0,,4.0,,
2170 Merksem,Apartment,Apartment,163000.0,for sale,1.0,60.0,,0.0,,1.0,,0.0,,,,2.0,,Normal
1050 Elsene,House,Residence,1750000.0,for sale,3.0,500.0,0.0,0.0,,1.0,,1.0,120.0,532.0,,2.0,0.0,Normal
1083 Ganshoren,House,Residence,489000.0,for sale,3.0,142.0,,0.0,,1.0,17.0,1.0,145.0,,,2.0,0.0,Normal
9991 Adegem,Apartment,Apartment,519500.0,for sale,2.0,141.0,,,,1.0,15.0,1.0,,,,2.0,,New
1200 Sint Lambrechts Woluwe,House,Mixed Building,1650000.0,for sale,6.0,360.0,0.0,0.0,,1.0,50.0,1.0,,325.0,,2.0,0.0,Normal
8790 Waregem,House,Residence,369000.0,for sale,4.0,155.0,,0.0,,1.0,25.0,1.0,500.0,676.0,,3.0,,To be renovated
4032 Chenee,House,Residence,299000.0,for sale,3.0,110.0,1.0,0.0,,1.0,,1.0,120.0,235.0,,2.0,0.0,Excellent
6470 Sautin,House,Residence,199000.0,for sale,3.0,134.0,,0.0,1.0,1.0,,1.0,,1497.0,,,,
8670 Koksijde,House,Villa,615000.0,for sale,3.0,180.0,,,,1.0,,1.0,610.0,610.0,,,,Normal
6001 Marcinelle,House,Residence,120000.0,for sale,3.0,121.0,,0.0,,1.0,,0.0,,90.0,,3.0,,Normal
1070 Anderlecht,Apartment,Apartment,199000.0,for sale,2.0,73.0,,,,1.0,,1.0,,,,,,Normal
5190 Saint Martin,House,Residence,420000.0,for sale,4.0,242.0,,0.0,,1.0,,1.0,,1061.0,,4.0,,Normal
2275 Wechelderzande,House,Residence,470000.0,for sale,3.0,189.0,,0.0,,0.0,,1.0,,315.0,,,,New
1730 Asse,Apartment,Apartment,225000.0,for sale,2.0,75.0,1.0,0.0,,1.0,9.0,,,,,2.0,,Fully renovated
6700 Arlon,House,Residence,395000.0,for sale,4.0,219.0,,0.0,,0.0,,0.0,,1206.0,,4.0,,To be renovated
2800 Mechelen,Apartment,Apartment,444000.0,for sale,2.0,111.0,0.0,,,1.0,7.0,1.0,,,,4.0,,New
2100 Deurne,Apartment,Apartment,199500.0,for sale,2.0,87.0,,0.0,,1.0,,0.0,,,,,,To be renovated
7730 Estaimpuis,House,Residence,315000.0,for sale,4.0,250.0,,,,1.0,60.0,1.0,526.0,,,,,
8470 Gistel,House,Residence,380000.0,for sale,3.0,194.0,0.0,,,1.0,,1.0,,308.0,,3.0,0.0,New
4030 Grivegnee,House,Residence,99999.0,for sale,1.0,53.0,1.0,0.0,,1.0,12.0,1.0,40.0,,,2.0,0.0,Normal
6940 Durbuy,House,Residence,450000.0,for sale,7.0,444.0,,,,0.0,,1.0,2600.0,3677.0,,,,To renovate
1200 Sint Lambrechts Woluwe,Apartment,Apartment,370000.0,for sale,2.0,80.0,,0.0,,1.0,,0.0,,,,2.0,0.0,To renovate
4101 Jemeppe,Apartment,Ground Floor,320900.0,for sale,2.0,90.0,,0.0,,1.0,,,,,,,,New
1400 Nivelles,Apartment,Apartment,250000.0,for sale,2.0,90.0,1.0,0.0,,1.0,13.0,0.0,,,,2.0,0.0,Fully renovated
1000 Brussels,Apartment,Apartment,450000.0,for sale,3.0,120.0,1.0,0.0,,1.0,3.0,0.0,,,,2.0,0.0,Normal
1200 Sint Lambrechts Woluwe,Apartment,Apartment,495000.0,for sale,3.0,130.0,0.0,0.0,,1.0,4.0,0.0,,,,2.0,0.0,To renovate
9620 Sint Maria Oudenhove,House,Residence,444888.0,for sale,3.0,133.0,,,,,,,,801.0,,4.0,,New
9300 Aalst,Apartment,Apartment,416450.0,for sale,2.0,110.0,0.0,0.0,,1.0,25.0,1.0,,,,2.0,0.0,New
2491 Olmen,House,Residence,399000.0,for sale,4.0,214.0,,0.0,,0.0,,1.0,,694.0,,4.0,,Normal
1570 Galmaarden,House,Residence,340000.0,for sale,4.0,210.0,,0.0,,1.0,,1.0,,2300.0,,,,To be renovated
1332 Genval,House,Residence,885000.0,for sale,4.0,245.0,1.0,0.0,,1.0,30.0,1.0,850.0,1344.0,,4.0,0.0,Normal
7700 Mouscron,House,Residence,279000.0,for sale,3.0,184.0,,0.0,,1.0,15.0,1.0,20.0,108.0,,,,
1050 Elsene,Apartment,Ground Floor,760000.0,for sale,2.0,120.0,0.0,1.0,,1.0,25.0,1.0,130.0,,,2.0,0.0,Excellent
9300 Aalst,Apartment,Apartment,314000.0,for sale,2.0,99.0,,,,1.0,,1.0,,,,2.0,,New
1180 Ukkel,House,Villa,1695000.0,for sale,6.0,420.0,0.0,0.0,,1.0,44.0,1.0,1500.0,1775.0,,4.0,0.0,Normal
8930 Menen,House,Master House,179000.0,for sale,6.0,180.0,0.0,,1.0,1.0,,0.0,,81.0,,2.0,0.0,Normal
3680 Maaseik,Apartment,Apartment,295000.0,for sale,2.0,87.0,,,,1.0,8.0,,,,,,,
1703 Schepdaal,House,Residence,,for sale,3.0,180.0,,,,1.0,17.0,1.0,,487.0,,,,Fully renovated
1180 Ukkel,Apartment,Loft,935000.0,for sale,3.0,285.0,0.0,1.0,,1.0,46.0,0.0,,,,2.0,0.0,Excellent
1790 Affligem,House,Residence,295000.0,for sale,3.0,187.0,1.0,0.0,,1.0,40.0,1.0,120.0,298.0,,3.0,,To renovate
1180 Ukkel,House,Residence,325000.0,in public sale,2.0,,,,,0.0,,0.0,,230.0,,,,
1070 Anderlecht,Apartment,Apartment,279000.0,for sale,3.0,100.0,,,,1.0,,0.0,,,,3.0,,Normal
1830 Machelen,Apartment,Apartment,285000.0,for sale,1.0,60.0,,,,1.0,,0.0,,,,,,
3071 Erps Kwerps,House,Residence,675000.0,for sale,3.0,210.0,,0.0,,1.0,50.0,1.0,2341.0,2341.0,,4.0,,Normal
8670 Koksijde,House,Residence,120000.0,for sale,2.0,45.0,1.0,1.0,,1.0,,1.0,,70.0,,2.0,0.0,Excellent
4950 Waimes,House,Residence,355000.0,for sale,3.0,133.0,1.0,1.0,,1.0,26.0,1.0,272.0,330.0,,3.0,0.0,Normal
8670 Koksijde,Apartment,Apartment,498000.0,for sale,2.0,88.0,,,,1.0,48.0,1.0,,,,,,New
2300 Turnhout,Apartment,Apartment,289000.0,for sale,2.0,116.0,,0.0,,1.0,16.0,0.0,,,,2.0,,Normal
3530 Houthalen Helchteren,House,Residence,415000.0,for sale,3.0,143.0,,,,0.0,,1.0,,1994.0,,2.0,,
8420 Wenduine,Apartment,Apartment,325000.0,for sale,2.0,71.0,,,,0.0,,0.0,,,,,,
2300 Turnhout,Apartment,Apartment,265000.0,for sale,2.0,86.0,,0.0,,1.0,10.0,0.0,,,,3.0,,New
8300 Knokke,Apartment,Apartment,495000.0,for sale,2.0,68.0,,,,0.0,,0.0,,,,,,Excellent
8554 Sint Denijs,House,Residence,142000.0,for sale,3.0,,,,,1.0,,1.0,,307.0,,2.0,,To be renovated
4900 Spa,House,Residence,899888.0,for sale,6.0,538.0,,0.0,,1.0,27.0,1.0,2000.0,2418.0,,4.0,1.0,Normal
8800 Roeselare,Apartment,Apartment,175000.0,for sale,1.0,85.0,,,,1.0,,,,,,2.0,,Normal
3730 Hoeselt,House,Residence,310000.0,for sale,3.0,,,,,0.0,,1.0,,1049.0,,3.0,,
3071 Erps Kwerps,House,Residence,479440.0,for sale,3.0,138.0,,,,0.0,,1.0,,369.0,,3.0,,New
4280 Hannut,Apartment,Apartment,199000.0,for sale,2.0,88.0,0.0,0.0,,1.0,7.0,0.0,,,,3.0,0.0,New
4102 Ougree,House,Residence,,for sale,1.0,96.0,,0.0,,1.0,17.0,1.0,,212.0,,2.0,,
3090 Overijse,House,Residence,450000.0,for sale,3.0,230.0,,0.0,,1.0,30.0,1.0,500.0,901.0,,4.0,,To be renovated
4821 Andrimont,House,Residence,159000.0,for sale,3.0,130.0,,,,1.0,,1.0,,215.0,,3.0,,
1800 Vilvoorde,House,Residence,299000.0,for sale,2.0,90.0,,,,0.0,,0.0,,118.0,,2.0,,
2100 Deurne,Apartment,Ground Floor,260000.0,for sale,2.0,98.0,,0.0,,1.0,20.0,1.0,120.0,,,2.0,,Normal
4430 Ans,Apartment,Apartment,149000.0,for sale,2.0,84.0,1.0,0.0,,1.0,3.0,0.0,,,,3.0,0.0,Fully renovated
9470 Denderleeuw,House,Residence,350000.0,for sale,4.0,277.0,,0.0,,1.0,,1.0,,185.0,,2.0,,To be renovated
9000 Gent,House,Residence,275000.0,for sale,4.0,151.0,,0.0,,0.0,,0.0,,,,2.0,,To be renovated
3870 Heers,House,Residence,289000.0,for sale,3.0,215.0,,0.0,,1.0,20.0,1.0,651.0,831.0,,3.0,,
3001 Heverlee,Apartment,Studio,225000.0,for sale,1.0,23.0,1.0,1.0,,,,1.0,,,,2.0,,Excellent
4500 Huy,House,Residence,395000.0,for sale,3.0,146.0,1.0,,,1.0,,1.0,1175.0,1304.0,,4.0,0.0,Normal
7320 Bernissart,House,Residence,311186.0,for sale,3.0,158.0,,,,,,1.0,,796.0,,4.0,,New
4101 Jemeppe,Apartment,Apartment,289000.0,for sale,2.0,89.0,,0.0,,1.0,,,,,,,,New
8540 Deerlijk,House,Residence,349900.0,for sale,4.0,175.0,,0.0,,0.0,,1.0,65.0,202.0,,2.0,,Normal
8500 Kortrijk,Apartment,Apartment,467200.0,for sale,2.0,113.0,,,,1.0,,0.0,,,,,,
1420 Braine L Alleud,House,Residence,175000.0,in public sale,2.0,121.0,,,,0.0,,0.0,,,,2.0,,Normal
2060 Antwerp,House,Residence,449000.0,for sale,8.0,464.0,,0.0,,0.0,,0.0,,335.0,,2.0,,To be renovated
1933 Sterrebeek,House,Residence,660000.0,for sale,3.0,220.0,,0.0,,1.0,20.0,1.0,1000.0,1327.0,,2.0,0.0,To be renovated
1030 Schaarbeek,House,Residence,410000.0,for sale,4.0,187.0,,0.0,,0.0,,1.0,22.0,90.0,,2.0,,To be renovated
2600 Berchem,House,Residence,469000.0,for sale,3.0,147.0,,0.0,,0.0,,1.0,100.0,161.0,,,,Excellent
5340 Gesves,House,Residence,259000.0,for sale,3.0,60.0,,,,,,,,,,,,
4960 Malmedy,House,Residence,585000.0,for sale,4.0,146.0,1.0,1.0,1.0,1.0,30.0,1.0,1865.0,2169.0,,4.0,0.0,Normal
8760 Meulebeke,House,Residence,250000.0,for sale,4.0,290.0,,0.0,,1.0,,1.0,,569.0,,,,To be renovated
4870 Trooz,House,Residence,285000.0,for sale,3.0,142.0,1.0,0.0,1.0,1.0,,1.0,,445.0,,4.0,0.0,To renovate
6200 Bouffioulx,House,Residence,135000.0,for sale,3.0,184.0,,0.0,,1.0,,1.0,,203.0,,2.0,,
2260 Westerlo,House,Residence,349000.0,for sale,3.0,149.0,,0.0,,0.0,,1.0,,3561.0,,4.0,,To be renovated
1420 Braine L Alleud,House,Residence,565000.0,for sale,4.0,175.0,,,,1.0,30.0,1.0,200.0,,,2.0,,Excellent
2890 Sint Amands,House,Residence,633369.0,for sale,3.0,184.0,,,,,,,,1344.0,,4.0,,New
2800 Mechelen,Apartment,Studio,170000.0,for sale,,43.0,,0.0,,0.0,,0.0,,,,2.0,,Normal
8710 Wielsbeke,Apartment,Apartment,159000.0,for sale,2.0,96.0,1.0,0.0,,0.0,,0.0,,,,4.0,0.0,Normal
1180 Ukkel,House,Villa,1295000.0,for sale,4.0,330.0,,,1.0,1.0,,1.0,,1200.0,,,,To be renovated
2860 Sint Katelijne Waver,House,Residence,750000.0,for sale,4.0,208.0,,,,,,1.0,,677.0,,3.0,,Excellent
3140 Keerbergen,Apartment,Penthouse,376000.0,for sale,2.0,102.0,,,,1.0,,1.0,,,,,,
1050 Elsene,Apartment,Apartment,495000.0,for sale,2.0,113.0,0.0,0.0,1.0,1.0,25.0,0.0,,,,4.0,0.0,Normal
6890 Libin,House,Residence,295000.0,for sale,3.0,159.0,1.0,0.0,,1.0,20.0,1.0,512.0,512.0,,3.0,0.0,Excellent
9950 Waarschoot,House,Residence,189000.0,for sale,2.0,54.0,,,,0.0,,0.0,,41.0,,2.0,,Excellent
7780 Comines Warneton,House,Residence,150000.0,for sale,2.0,,,,,1.0,,1.0,,416.0,,,,To be renovated
2400 Mol,Apartment,Apartment,225000.0,for sale,2.0,86.0,,0.0,,1.0,,0.0,,,,,,Excellent
5564 Wanlin,House,Residence,278000.0,for sale,2.0,141.0,1.0,0.0,,1.0,40.0,1.0,1011.0,1011.0,,4.0,0.0,Normal
6900 Marche En Famenne,House,Residence,249000.0,for sale,3.0,135.0,0.0,0.0,,1.0,24.0,1.0,729.0,729.0,,2.0,0.0,Normal
6800 Libramont Chevigny,Apartment,Apartment,259900.0,for sale,2.0,88.0,,0.0,,1.0,6.0,0.0,,,,,,Excellent
1030 Schaarbeek,Apartment,Apartment,165000.0,for sale,2.0,,,0.0,,0.0,,0.0,,,,,,Normal
3980 Tessenderlo,House,Residence,295000.0,for sale,4.0,155.0,1.0,0.0,,1.0,,1.0,,972.0,,4.0,,Normal
9230 Wetteren,House,Residence,245000.0,for sale,3.0,127.0,,0.0,,1.0,,0.0,,80.0,,2.0,,Normal
5350 Ohey,Apartment,Apartment,265000.0,for sale,2.0,90.0,,0.0,,1.0,7.0,0.0,,,,2.0,,
3700 Berg,House,Residence,359000.0,for sale,3.0,279.0,,,,1.0,,1.0,,157.0,,,,
8600 Diksmuide,House,Residence,395000.0,for sale,,,,,,1.0,,0.0,,225.0,,2.0,,
2160 Wommelgem,House,Residence,680000.0,for sale,4.0,275.0,,,,1.0,,1.0,,600.0,,2.0,,
7100 La Louviere,House,Residence,220000.0,for sale,3.0,160.0,1.0,0.0,,1.0,,1.0,,118.0,,2.0,,Normal
3000 Leuven,Apartment,Studio,279000.0,for sale,1.0,26.0,0.0,1.0,,1.0,,,,,,2.0,0.0,Normal
1070 Anderlecht,Apartment,Apartment,150000.0,in public sale,2.0,73.0,,,,0.0,,0.0,,,,,,
8480 Eernegem,Apartment,Apartment,4950000.0,for sale,24.0,1498.0,,,,1.0,,1.0,,,,,,Excellent
9300 Aalst,Apartment,Apartment,235000.0,for sale,2.0,89.0,1.0,1.0,,1.0,6.0,,,,,2.0,,Normal
6700 Arlon,Apartment,Apartment,309000.0,for sale,2.0,81.0,0.0,0.0,,1.0,12.0,1.0,,,,2.0,,New
1910 Kampenhout,House,Residence,525000.0,for sale,4.0,200.0,,0.0,0.0,0.0,,0.0,,,,,,New
4602 Cheratte,House,Residence,239000.0,for sale,2.0,190.0,1.0,0.0,,1.0,,0.0,,150.0,,3.0,0.0,To renovate
1800 Vilvoorde,Apartment,Apartment,424000.0,for sale,3.0,110.0,0.0,0.0,,1.0,12.0,0.0,,,,2.0,0.0,Excellent
1140 Evere,Apartment,Studio,315000.0,for sale,0.0,58.0,0.0,0.0,,1.0,,1.0,,,,,0.0,New
1700 Dilbeek,House,Residence,449000.0,for sale,3.0,130.0,0.0,0.0,,1.0,18.0,1.0,25.0,90.0,,2.0,0.0,Fully renovated
2070 Burcht,House,Residence,525000.0,for sale,4.0,204.0,,0.0,,1.0,30.0,1.0,200.0,369.0,,3.0,,Normal
3270 Scherpenheuvel,House,Residence,488250.0,for sale,4.0,203.0,,0.0,,1.0,19.0,0.0,,,,3.0,,New
4537 Verlaine,House,Residence,409000.0,for sale,4.0,,,0.0,,1.0,,1.0,300.0,507.0,,3.0,,Excellent
1730 Asse,House,Residence,950000.0,for sale,4.0,615.0,,1.0,,1.0,,1.0,,2451.0,,4.0,,Normal
1150 Sint Pieters Woluwe,House,Residence,749000.0,for sale,5.0,189.0,0.0,0.0,,1.0,15.0,1.0,50.0,182.0,,2.0,,Normal
1745 Opwijk,House,Residence,414000.0,for sale,3.0,148.0,,,,0.0,,1.0,151.0,235.0,,2.0,,New
1050 Elsene,Apartment,Studio,270000.0,for sale,0.0,38.0,0.0,0.0,,1.0,3.0,0.0,,,,2.0,0.0,New
7850 Enghien,House,Mixed Building,1800000.0,for sale,7.0,1726.0,1.0,0.0,,1.0,398.0,0.0,,974.0,,2.0,0.0,Normal
4000 Liege,Apartment,Apartment,169000.0,for sale,2.0,80.0,0.0,0.0,,1.0,4.0,0.0,,,,2.0,0.0,To renovate
1601 Ruisbroek,House,Mixed Building,369000.0,for sale,4.0,290.0,,,,1.0,,0.0,,150.0,,2.0,0.0,To renovate
5060 Tamines,House,Residence,249000.0,for sale,4.0,159.0,,0.0,,1.0,,1.0,,153.0,,,,
3545 Halen,House,Residence,230000.0,for sale,2.0,175.0,,,,0.0,,1.0,,570.0,,2.0,,
9940 Evergem,House,Residence,445000.0,for sale,4.0,193.0,,,,1.0,,1.0,,280.0,,3.0,,New
2110 Wijnegem,Apartment,Loft,667000.0,for sale,3.0,272.0,,0.0,,1.0,,0.0,,,,2.0,,Excellent
4020 Bressoux,House,Mixed Building,299000.0,for sale,2.0,203.0,0.0,0.0,,1.0,,0.0,,408.0,,2.0,0.0,To be renovated
5300 Sclayn,House,Residence,320000.0,for sale,3.0,171.0,,,,0.0,,1.0,,1094.0,,4.0,,Normal
9150 Bazel,House,Residence,249000.0,for sale,3.0,120.0,,0.0,,1.0,15.0,1.0,65.0,140.0,,2.0,,Normal
4100 Seraing,House,Residence,189000.0,for sale,2.0,77.0,,0.0,,1.0,,0.0,,111.0,,2.0,0.0,Normal
5650 Yves Gomezee,House,Residence,125000.0,for sale,4.0,142.0,,0.0,,1.0,15.0,1.0,375.0,644.0,,3.0,0.0,To be renovated
2390 Malle,House,Residence,527887.0,for sale,3.0,184.0,,,,,,,,682.0,,4.0,,New
1400 Nivelles,House,Residence,325000.0,for sale,4.0,177.0,,0.0,,0.0,,1.0,100.0,361.0,,4.0,,To be renovated
8860 Lendelede,House,Residence,,for sale,4.0,298.0,0.0,0.0,1.0,1.0,,1.0,,3704.0,,4.0,1.0,Normal
6980 Beausaint,House,Cottage,164000.0,for sale,3.0,136.0,,1.0,,1.0,,1.0,,778.0,,4.0,,To be renovated
8500 Kortrijk,Apartment,Apartment,290000.0,for sale,1.0,78.0,,,,1.0,15.0,,,,,,,
2960 Brecht,House,Residence,295000.0,for sale,2.0,87.0,,0.0,,1.0,,1.0,,1391.0,,4.0,,To be renovated
6183 Trazegnies,House,Residence,149000.0,for sale,3.0,160.0,,0.0,,0.0,,1.0,,927.0,,3.0,,To be renovated
6940 Durbuy,House,Residence,299000.0,for sale,4.0,200.0,,0.0,,0.0,,1.0,3355.0,3355.0,,4.0,,To be renovated
1000 Brussels,House,Mixed Building,1450000.0,for sale,3.0,274.0,0.0,0.0,,1.0,35.0,0.0,,,,2.0,0.0,To renovate
1120 Neder Over Heembeek,House,Residence,690000.0,for sale,4.0,304.0,,0.0,,1.0,,1.0,305.0,405.0,,,,Normal
1000 Brussels,House,Master House,1749995.0,for sale,11.0,700.0,1.0,,,1.0,21.0,1.0,93.0,255.0,,2.0,,Normal
6120 Jamioulx,Apartment,Apartment,442500.0,for sale,3.0,144.0,,,,1.0,28.0,0.0,,,,2.0,,
1930 Zaventem,Apartment,Apartment,325000.0,for sale,2.0,106.0,,0.0,,1.0,6.0,1.0,,,,2.0,,New
7170 La Hestre,House,Residence,169999.0,for sale,2.0,100.0,1.0,0.0,,1.0,,1.0,,,,2.0,0.0,Normal
1000 Brussels,House,Residence,875000.0,for sale,6.0,238.0,0.0,0.0,,1.0,15.0,1.0,45.0,137.0,,2.0,0.0,Fully renovated
1180 Ukkel,House,Residence,1250000.0,for sale,6.0,250.0,0.0,0.0,,1.0,,1.0,130.0,190.0,,2.0,0.0,Normal
8880 Ledegem,House,Mixed Building,349000.0,for sale,1.0,239.0,1.0,0.0,,,,,,300.0,,3.0,,Excellent
1200 Sint Lambrechts Woluwe,Apartment,Apartment,450000.0,for sale,3.0,124.0,0.0,0.0,1.0,1.0,8.0,0.0,,,,2.0,0.0,To renovate
1082 Berchem Sainte Agathe,Apartment,Apartment,340000.0,for sale,2.0,97.0,0.0,,,0.0,,1.0,26.0,,,3.0,,New
8480 Eernegem,House,Residence,155000.0,for sale,3.0,,,,,0.0,,1.0,,1039.0,,3.0,,
1350 Orp Jauche,Apartment,Apartment,334800.0,for sale,2.0,134.0,0.0,0.0,,,,1.0,347.0,,,2.0,0.0,New
1560 Hoeilaart,Apartment,Apartment,279000.0,for sale,2.0,69.0,,,,1.0,,0.0,,,,,,To renovate
7500 Tournai,House,Residence,210000.0,for sale,3.0,137.0,,0.0,,1.0,,0.0,,,,2.0,,Normal
1200 Sint Lambrechts Woluwe,Apartment,Studio,315000.0,for sale,,56.0,,,0.0,0.0,,0.0,,,,2.0,,New
2200 Herentals,House,Residence,329000.0,for sale,4.0,150.0,,0.0,,1.0,,1.0,,650.0,,4.0,,To be renovated
2000 Antwerp,Apartment,Apartment,278000.0,for sale,2.0,79.0,,0.0,,1.0,10.0,0.0,,,,,,Normal
6000 Charleroi,House,Mixed Building,555000.0,for sale,,199.0,,,,0.0,,,,91.0,,3.0,,Normal
4100 Seraing,Apartment,Apartment,110000.0,for sale,1.0,82.0,1.0,,,1.0,,0.0,,,,3.0,0.0,Normal
8300 Knokke,Apartment,Duplex,2195000.0,for sale,3.0,154.0,,0.0,,1.0,12.0,0.0,,,,4.0,,Excellent
7760 Celles,House,Residence,,for sale,4.0,315.0,,0.0,,1.0,,1.0,,35000.0,,4.0,,
8800 Roeselare,House,Residence,124000.0,for sale,3.0,140.0,,0.0,,0.0,,0.0,,78.0,,2.0,0.0,To be renovated
8434 Westende,Apartment,Apartment,215000.0,for sale,1.0,56.0,0.0,1.0,,1.0,4.0,,,,,2.0,0.0,Normal
3080 Duisburg,House,Residence,925000.0,for sale,4.0,295.0,,,1.0,1.0,28.0,1.0,1252.0,1455.0,,4.0,,Normal
1040 Etterbeek,Apartment,Apartment,486000.0,for sale,2.0,82.0,,,0.0,1.0,,0.0,,,,2.0,,New
8970 Poperinge,House,Residence,149000.0,for sale,3.0,130.0,,0.0,,1.0,,1.0,,353.0,,3.0,,To be renovated
